Dia: 1.8 m | Vel: 17.5 km/s | theta: 31.9 deg | Strength: 3.0e+05 Pa
Power (W)    Altitude (m)
6.1870e+08   8.0430e+04
6.2035e+08   8.0402e+04
6.2199e+08   8.0375e+04
6.2365e+08   8.0347e+04
6.2531e+08   8.0320e+04
6.2697e+08   8.0292e+04
6.2864e+08   8.0265e+04
6.3031e+08   8.0237e+04
6.3199e+08   8.0210e+04
6.3367e+08   8.0182e+04
6.3536e+08   8.0155e+04
6.3705e+08   8.0127e+04
6.3874e+08   8.0100e+04
6.4045e+08   8.0072e+04
6.4215e+08   8.0044e+04
6.4386e+08   8.0017e+04
6.4558e+08   7.9989e+04
6.4730e+08   7.9962e+04
6.4903e+08   7.9934e+04
6.5076e+08   7.9907e+04
6.5249e+08   7.9879e+04
6.5423e+08   7.9852e+04
6.5598e+08   7.9824e+04
6.5773e+08   7.9797e+04
6.5949e+08   7.9769e+04
6.6125e+08   7.9742e+04
6.6301e+08   7.9714e+04
6.6478e+08   7.9687e+04
6.6656e+08   7.9659e+04
6.6834e+08   7.9631e+04
6.7013e+08   7.9604e+04
6.7192e+08   7.9576e+04
6.7371e+08   7.9549e+04
6.7552e+08   7.9521e+04
6.7732e+08   7.9494e+04
6.7913e+08   7.9466e+04
6.8095e+08   7.9439e+04
6.8277e+08   7.9411e+04
6.8460e+08   7.9384e+04
6.8643e+08   7.9356e+04
6.8827e+08   7.9329e+04
6.9011e+08   7.9301e+04
6.9196e+08   7.9274e+04
6.9382e+08   7.9246e+04
6.9568e+08   7.9219e+04
6.9754e+08   7.9191e+04
6.9941e+08   7.9163e+04
7.0129e+08   7.9136e+04
7.0317e+08   7.9108e+04
7.0505e+08   7.9081e+04
7.0694e+08   7.9053e+04
7.0884e+08   7.9026e+04
7.1074e+08   7.8998e+04
7.1265e+08   7.8971e+04
7.1456e+08   7.8943e+04
7.1648e+08   7.8916e+04
7.1841e+08   7.8888e+04
7.2034e+08   7.8861e+04
7.2227e+08   7.8833e+04
7.2421e+08   7.8806e+04
7.2616e+08   7.8778e+04
7.2811e+08   7.8751e+04
7.3007e+08   7.8723e+04
7.3203e+08   7.8696e+04
7.3400e+08   7.8668e+04
7.3598e+08   7.8641e+04
7.3796e+08   7.8613e+04
7.3994e+08   7.8586e+04
7.4194e+08   7.8558e+04
7.4393e+08   7.8530e+04
7.4594e+08   7.8503e+04
7.4795e+08   7.8475e+04
7.4996e+08   7.8448e+04
7.5198e+08   7.8420e+04
7.5401e+08   7.8393e+04
7.5604e+08   7.8365e+04
7.5808e+08   7.8338e+04
7.6012e+08   7.8310e+04
7.6217e+08   7.8283e+04
7.6423e+08   7.8255e+04
7.6629e+08   7.8228e+04
7.6836e+08   7.8200e+04
7.7043e+08   7.8173e+04
7.7251e+08   7.8145e+04
7.7460e+08   7.8118e+04
7.7669e+08   7.8090e+04
7.7879e+08   7.8063e+04
7.8089e+08   7.8035e+04
7.8300e+08   7.8008e+04
7.8512e+08   7.7980e+04
7.8724e+08   7.7953e+04
7.8937e+08   7.7925e+04
7.9151e+08   7.7898e+04
7.9365e+08   7.7870e+04
7.9579e+08   7.7843e+04
7.9795e+08   7.7815e+04
8.0011e+08   7.7788e+04
8.0227e+08   7.7760e+04
8.0445e+08   7.7733e+04
8.0662e+08   7.7705e+04
8.0881e+08   7.7678e+04
8.1100e+08   7.7650e+04
8.1320e+08   7.7623e+04
8.1540e+08   7.7595e+04
8.1761e+08   7.7568e+04
8.1983e+08   7.7540e+04
8.2205e+08   7.7512e+04
8.2428e+08   7.7485e+04
