Dia: 1.3 m | Vel: 15.0 km/s | theta: 60.0 deg | Strength: 5.0e+05 Pa
Power (W)    Altitude (m)
1.8102e+09   6.1141e+04
1.8180e+09   6.1102e+04
1.8257e+09   6.1063e+04
1.8335e+09   6.1024e+04
1.8414e+09   6.0985e+04
1.8492e+09   6.0946e+04
1.8571e+09   6.0907e+04
1.8651e+09   6.0868e+04
1.8730e+09   6.0829e+04
1.8810e+09   6.0790e+04
1.8891e+09   6.0751e+04
1.8971e+09   6.0713e+04
1.9053e+09   6.0674e+04
1.9134e+09   6.0635e+04
1.9216e+09   6.0596e+04
1.9298e+09   6.0557e+04
1.9381e+09   6.0518e+04
1.9464e+09   6.0479e+04
1.9547e+09   6.0440e+04
1.9631e+09   6.0401e+04
1.9715e+09   6.0362e+04
1.9799e+09   6.0323e+04
1.9884e+09   6.0284e+04
1.9969e+09   6.0246e+04
2.0055e+09   6.0207e+04
2.0140e+09   6.0168e+04
2.0227e+09   6.0129e+04
2.0313e+09   6.0090e+04
2.0401e+09   6.0051e+04
2.0488e+09   6.0012e+04
2.0576e+09   5.9973e+04
2.0664e+09   5.9934e+04
2.0753e+09   5.9895e+04
2.0842e+09   5.9856e+04
2.0931e+09   5.9818e+04
2.1021e+09   5.9779e+04
2.1111e+09   5.9740e+04
2.1202e+09   5.9701e+04
2.1293e+09   5.9662e+04
2.1384e+09   5.9623e+04
2.1476e+09   5.9584e+04
2.1568e+09   5.9545e+04
2.1661e+09   5.9506e+04
2.1754e+09   5.9467e+04
2.1848e+09   5.9428e+04
2.1942e+09   5.9390e+04
2.2036e+09   5.9351e+04
2.2131e+09   5.9312e+04
2.2226e+09   5.9273e+04
2.2321e+09   5.9234e+04
2.2417e+09   5.9195e+04
2.2514e+09   5.9156e+04
2.2611e+09   5.9117e+04
2.2708e+09   5.9078e+04
2.2806e+09   5.9039e+04
2.2904e+09   5.9000e+04
2.3002e+09   5.8962e+04
2.3101e+09   5.8923e+04
2.3201e+09   5.8884e+04
2.3301e+09   5.8845e+04
2.3401e+09   5.8806e+04
2.3502e+09   5.8767e+04
2.3603e+09   5.8728e+04
2.3705e+09   5.8689e+04
2.3807e+09   5.8650e+04
2.3909e+09   5.8611e+04
2.4013e+09   5.8572e+04
2.4116e+09   5.8534e+04
2.4220e+09   5.8495e+04
2.4324e+09   5.8456e+04
2.4429e+09   5.8417e+04
2.4535e+09   5.8378e+04
2.4640e+09   5.8339e+04
2.4747e+09   5.8300e+04
2.4853e+09   5.8261e+04
2.4961e+09   5.8222e+04
2.5068e+09   5.8183e+04
2.5176e+09   5.8144e+04
2.5285e+09   5.8106e+04
2.5394e+09   5.8067e+04
2.5504e+09   5.8028e+04
2.5614e+09   5.7989e+04
2.5725e+09   5.7950e+04
2.5836e+09   5.7911e+04
2.5947e+09   5.7872e+04
2.6059e+09   5.7833e+04
2.6172e+09   5.7794e+04
2.6285e+09   5.7755e+04
2.6398e+09   5.7716e+04
2.6512e+09   5.7678e+04
2.6627e+09   5.7639e+04
2.6742e+09   5.7600e+04
2.6858e+09   5.7561e+04
2.6974e+09   5.7522e+04
2.7090e+09   5.7483e+04
2.7207e+09   5.7444e+04
2.7325e+09   5.7405e+04
2.7443e+09   5.7366e+04
2.7562e+09   5.7327e+04
2.7681e+09   5.7289e+04
2.7800e+09   5.7250e+04
2.7921e+09   5.7211e+04
2.8041e+09   5.7172e+04
2.8163e+09   5.7133e+04
2.8285e+09   5.7094e+04
2.8407e+09   5.7055e+04
2.8530e+09   5.7016e+04
2.8653e+09   5.6977e+04
2.8777e+09   5.6938e+04
2.8902e+09   5.6899e+04
2.9027e+09   5.6861e+04
2.9152e+09   5.6822e+04
2.9278e+09   5.6783e+04
2.9405e+09   5.6744e+04
2.9532e+09   5.6705e+04
2.9660e+09   5.6666e+04
2.9789e+09   5.6627e+04
2.9918e+09   5.6588e+04
