Dia: 1.2 m | Vel: 21.2 km/s | theta: 25.0 deg | Strength: 2.0e+05 Pa
Power (W)    Altitude (m)
2.9782e+09   7.4441e+04
2.9858e+09   7.4415e+04
2.9934e+09   7.4388e+04
3.0010e+09   7.4362e+04
3.0086e+09   7.4335e+04
3.0163e+09   7.4308e+04
3.0240e+09   7.4282e+04
3.0317e+09   7.4255e+04
3.0394e+09   7.4229e+04
3.0472e+09   7.4202e+04
3.0549e+09   7.4176e+04
3.0627e+09   7.4149e+04
3.0705e+09   7.4122e+04
3.0783e+09   7.4096e+04
3.0862e+09   7.4069e+04
3.0940e+09   7.4043e+04
3.1019e+09   7.4016e+04
3.1098e+09   7.3989e+04
3.1178e+09   7.3963e+04
3.1257e+09   7.3936e+04
3.1337e+09   7.3910e+04
3.1417e+09   7.3883e+04
3.1497e+09   7.3857e+04
3.1577e+09   7.3830e+04
3.1657e+09   7.3803e+04
3.1738e+09   7.3777e+04
3.1819e+09   7.3750e+04
3.1900e+09   7.3724e+04
3.1981e+09   7.3697e+04
3.2063e+09   7.3671e+04
3.2145e+09   7.3644e+04
3.2227e+09   7.3617e+04
3.2309e+09   7.3591e+04
3.2391e+09   7.3564e+04
3.2474e+09   7.3538e+04
3.2557e+09   7.3511e+04
3.2640e+09   7.3485e+04
3.2723e+09   7.3458e+04
3.2806e+09   7.3431e+04
3.2890e+09   7.3405e+04
3.2974e+09   7.3378e+04
3.3058e+09   7.3352e+04
3.3142e+09   7.3325e+04
3.3227e+09   7.3299e+04
3.3312e+09   7.3272e+04
3.3396e+09   7.3245e+04
3.3482e+09   7.3219e+04
3.3567e+09   7.3192e+04
3.3653e+09   7.3166e+04
3.3739e+09   7.3139e+04
3.3825e+09   7.3113e+04
3.3911e+09   7.3086e+04
3.3997e+09   7.3060e+04
3.4084e+09   7.3033e+04
3.4171e+09   7.3006e+04
3.4258e+09   7.2980e+04
3.4346e+09   7.2953e+04
3.4433e+09   7.2927e+04
3.4521e+09   7.2900e+04
3.4609e+09   7.2874e+04
3.4697e+09   7.2847e+04
3.4786e+09   7.2821e+04
3.4875e+09   7.2794e+04
3.4964e+09   7.2767e+04
3.5053e+09   7.2741e+04
3.5142e+09   7.2714e+04
3.5232e+09   7.2688e+04
3.5322e+09   7.2661e+04
3.5412e+09   7.2635e+04
3.5502e+09   7.2608e+04
3.5593e+09   7.2582e+04
3.5683e+09   7.2555e+04
3.5774e+09   7.2528e+04
3.5866e+09   7.2502e+04
3.5957e+09   7.2475e+04
3.6049e+09   7.2449e+04
3.6141e+09   7.2422e+04
3.6233e+09   7.2396e+04
3.6326e+09   7.2369e+04
3.6418e+09   7.2343e+04
3.6511e+09   7.2316e+04
3.6604e+09   7.2290e+04
3.6698e+09   7.2263e+04
3.6791e+09   7.2236e+04
3.6885e+09   7.2210e+04
3.6979e+09   7.2183e+04
3.7074e+09   7.2157e+04
3.7168e+09   7.2130e+04
3.7263e+09   7.2104e+04
