Dia: 1.1 m | Vel: 33.5 km/s | theta: 22.5 deg | Strength: 1.0e+05 Pa
Power (W)    Altitude (m)
7.7133e+10   4.9312e+04
7.6608e+10   4.9275e+04
7.6077e+10   4.9238e+04
7.5541e+10   4.9200e+04
7.4999e+10   4.9163e+04
7.4452e+10   4.9126e+04
7.3899e+10   4.9089e+04
7.3340e+10   4.9052e+04
7.2776e+10   4.9015e+04
7.2206e+10   4.8977e+04
7.1631e+10   4.8940e+04
7.1050e+10   4.8903e+04
7.0464e+10   4.8866e+04
6.9872e+10   4.8829e+04
6.9275e+10   4.8792e+04
6.8673e+10   4.8754e+04
6.8065e+10   4.8717e+04
6.7452e+10   4.8680e+04
6.6833e+10   4.8643e+04
6.6209e+10   4.8606e+04
6.5580e+10   4.8569e+04
6.4946e+10   4.8532e+04
6.4307e+10   4.8494e+04
6.3663e+10   4.8457e+04
6.3013e+10   4.8420e+04
6.2359e+10   4.8383e+04
6.1700e+10   4.8346e+04
6.1036e+10   4.8309e+04
6.0367e+10   4.8272e+04
5.9694e+10   4.8235e+04
5.9015e+10   4.8197e+04
5.8333e+10   4.8160e+04
5.7645e+10   4.8123e+04
5.6953e+10   4.8086e+04
5.6257e+10   4.8049e+04
5.5557e+10   4.8012e+04
5.4852e+10   4.7975e+04
5.4143e+10   4.7938e+04
5.3431e+10   4.7901e+04
5.2714e+10   4.7864e+04
5.1993e+10   4.7827e+04
5.1269e+10   4.7790e+04
5.0541e+10   4.7752e+04
4.9809e+10   4.7715e+04
4.9074e+10   4.7678e+04
